Area,Oxygen,Temperature,Humidity,Wind Speed,Vegetation Density,Proximity to Water,Soil Type,Fire Occurrence
India,35.39707804851956,31.733286368299392,37.4269645038638,15.469046322446681,74.13191704999603,Far,Clayey,1
India,48.591632902465804,22.19183450158708,30.223643822367833,16.56996293851764,51.18560944310688,Near,Sandy,1
Mediterranean,29.09968442338824,28.799783319232965,55.384003237943375,17.132913264201054,76.66904962213638,Near,Sandy,1
North Asia,51.10019280703504,19.181798452117807,50.623320780143075,5.306979421888,65.00933705443529,Far,Sandy,0
Southern California,28.907915710010094,36.204520185220126,42.6290424009444,6.187876792169596,63.73830120449846,Near,Clayey,1
Australia,29.136552715593602,23.892890666955108,34.48991192282642,18.776312491350854,78.92719127059692,Far,Sandy,0
Canada,53.489520576134346,23.209799168293117,35.6574463119133,6.338065083765135,52.560608056615415,Far,Loamy,1
Northeastern United States,43.90970830420091,26.118608283851405,34.58505948872829,14.03437634343288,69.91605378080556,Near,Sandy,0
Central Africa,30.88110078630362,23.40933717912079,33.14712688639291,15.162077831299058,67.72095503810576,Near,Sandy,0
Southeast Asia,44.65603931685455,29.767652092826232,59.35486433493312,16.509489012020133,46.51632534049816,Far,Loamy,0
Russia,52.40964631921131,22.84567233542024,43.1306098616818,12.850034295598876,61.00796486467986,Far,Sandy,1
Northeastern United States,40.064240543416005,38.91257850391564,51.35653893010613,17.331534528613844,42.31200471140747,Far,Sandy,1
Pacific Northwest,35.90180700630168,27.156842404528952,37.3779482817196,15.405997621868815,71.09331979804416,Far,Clayey,0
Australia,42.34168472095058,22.521480006722747,36.04251968436826,14.118375572419568,57.876194856718456,Near,Sandy,1
Amazon Rainforest,45.52868334282009,36.95795277493053,36.53785531331655,13.142920491048502,77.447210463738,Far,Loamy,0
Africa,40.45270007802415,23.973455780642844,22.414142319247254,16.159437156179784,63.61752162487744,Near,Clayey,0
India,32.24956511419861,23.4361087676026,55.46053410714618,9.506726880914071,66.32265646147515,Near,Loamy,0
Southeast Africa,45.99276956460375,31.72180023461925,24.05461787331211,13.00693363872211,46.513795648807424,Near,Sandy,1
Canada,38.78996041021712,20.781609255008032,42.189593719422355,13.58642753231824,78.50010488366816,Near,Loamy,0
North Asia,49.348220435036524,39.968435260942236,19.687566806032798,19.407864753603427,49.585388152682604,Near,Sandy,1
Central Africa,48.412409467433925,26.475317821521166,44.627099971789804,19.828254435521266,56.202042670284605,Far,Sandy,0
North Asia,50.93955392835528,28.355580381987522,35.0985614310172,11.828773945168383,56.21935407637889,Far,Sandy,1
Pacific Northwest,46.66011528463609,26.77858930990873,49.74245808186118,11.677816070938665,52.70750910727358,Far,Sandy,1
Mediterranean,43.483963848655165,39.04788585100809,40.03119378975929,12.01880106729798,44.20808937909201,Far,Loamy,0
Central Africa,36.95829619940739,38.732091159238195,41.016279900687415,16.287536022458774,76.65896059956128,Far,Loamy,1
India,46.62209890286563,35.50155489143781,23.55749779177341,13.47973514206592,58.05104037986247,Near,Loamy,0
Central America,42.19143618754126,34.865799217266165,45.35075577352536,15.128227268035726,47.10141377188114,Far,Loamy,0
Central Africa,36.57374180068873,30.6356860809456,22.824415603655293,5.641351141977046,58.406751059649196,Far,Clayey,1
Central Africa,38.18103717831681,36.27539086633961,20.125414313088175,14.029415750357357,58.80519544607541,Far,Clayey,0
Southern California,35.6807791516282,28.43808436356421,36.49187342308387,10.731862841789894,44.26422290555818,Far,Loamy,0
Central America,49.92561393717598,25.06385733648798,27.71794498201575,15.464679809899987,53.503835679587766,Far,Loamy,1
Europe,31.469329089753767,20.554103724804342,33.29545307005725,8.9647104041687,66.36373617090106,Near,Loamy,0
Southwest United States,35.67311221515733,20.03198144263823,25.676762900249056,13.737137490347262,46.47017155311272,Far,Loamy,0
India,28.316035906063583,21.064606944347787,28.798046738476998,15.105451018139751,45.7176632058164,Near,Sandy,0
Southern California,42.75808541200174,19.67585385047283,43.36479554224834,16.385375713749944,79.21900041403701,Far,Sandy,1
North Asia,28.432131315349146,22.633770112631666,32.833258973553534,6.345591107843982,61.6912365265737,Near,Clayey,1
Amazon Rainforest,47.88073375226577,22.165446338911934,42.094842213712525,11.32544749340251,57.470107843498,Near,Loamy,0
Southern California,51.203263824609095,29.25130564939182,39.46188951623391,14.495456259689307,45.29618831285269,Near,Loamy,1
India,52.981925922116105,24.008608464680112,53.89441597975742,13.694613356205924,75.60322442958628,Near,Clayey,0
Amazon Rainforest,34.81803649017336,19.65890392987549,30.84847469886892,16.723930209610838,60.57769174222446,Far,Sandy,0
Southeast Asia,52.96050514288855,39.77699969555235,48.453507430920105,12.438453432355578,60.55672390628146,Far,Loamy,0
Southwest United States,33.35333995673371,27.285361449476703,46.34327726267453,15.389219116126625,45.92498320313656,Near,Loamy,1
South America,50.80040337792573,39.27713901089979,44.518314814908166,11.840804162228043,75.85547999876684,Near,Clayey,1
Amazon Rainforest,34.71154520121968,20.317843371083097,44.057770134530045,10.497314644103945,67.16143405180159,Near,Loamy,1
Africa,51.574345439959714,26.203889647262898,44.94172592430004,10.607462718453894,60.75905513766719,Near,Clayey,1
Southeast Africa,50.42938686558401,30.043164026504428,42.92183615210019,6.482104786805667,57.025760746951136,Far,Loamy,1
Central America,28.354089487811255,27.3767425296046,31.782692716410004,5.682158973940788,51.388074925745684,Near,Sandy,1
Russia,32.04366276826015,39.7776486585647,31.201743370647883,19.864272132041854,66.92700081079131,Far,Clayey,0
Australia,42.1796677280748,20.211126960743336,33.00439602886128,9.91441997775771,64.10195887113653,Far,Loamy,0
Central America,51.72564359792505,24.463061359420777,36.863770016504276,12.118687497363096,77.45537054396175,Far,Clayey,1
Southeast Africa,31.58820352167276,26.884881768032592,39.33465872854531,14.750446349335169,79.62577056924867,Near,Clayey,0
Mediterranean,54.43566610093625,32.94151520542087,56.523093340404436,14.6026562425164,52.44215044614594,Near,Sandy,0
Mediterranean,53.44608895521526,19.918435704316078,26.664557421789127,16.015473903265026,48.85133558335507,Far,Loamy,0
Southern California,50.34004632768357,31.347965990195267,16.138163905446937,14.046336531415905,40.24554957381283,Far,Loamy,1
Australia,47.2248627739638,21.849355899551608,16.75228876580016,5.761288913843878,46.93018475842303,Near,Sandy,1
Southeast Africa,32.07108740849383,22.528155460842733,47.87910742029418,15.74563648223306,66.63074604367267,Near,Sandy,0
South America,49.378711346845904,19.354915302697698,53.124556541912106,13.887490520002677,52.40032668073865,Near,Sandy,0
Amazon Rainforest,37.30522243664048,24.54082390997943,22.81409557657951,9.661414590253093,65.5548582538322,Near,Sandy,0
Amazon Rainforest,43.86224950139431,36.44219154122366,46.30447704043256,9.083971417203749,48.556320278335576,Far,Loamy,1
Middle East,29.169937300733192,37.710073400635395,50.874186638535456,8.460323875578041,46.48971785780696,Far,Loamy,0
Southeast United States,45.970339887739314,35.57354991640892,35.60236505601361,16.19934642423866,53.38620956851257,Far,Loamy,0
Central America,37.889770239460276,28.86320653954632,23.037688099311133,18.43088350282789,41.02864662299733,Far,Loamy,0
Amazon Rainforest,29.59815939540291,25.458180131283275,21.300408758647258,15.511061595553656,71.15858715136729,Near,Clayey,0
Southeast Africa,52.48966074659535,21.114693303608068,45.53299915620829,6.058336318433296,54.29955089487362,Near,Sandy,0
India,35.1504219300958,34.77219184897035,50.93877812055122,14.041700925468811,57.0613958563827,Far,Loamy,1
Mediterranean,42.01251091975961,24.353717648065473,53.116606846273434,9.70798338858405,71.48644850121123,Far,Loamy,0
India,34.032070887170974,37.00244505056091,19.967738209545814,12.703746918266134,59.83034608678726,Far,Clayey,0
Central Africa,34.10044703050974,35.35557085524589,52.832741893886364,7.480464712125587,54.542334176715734,Far,Loamy,0
Southwest United States,41.11321972096573,28.921600037829364,27.03739090601853,8.370280672502314,76.35710249985286,Far,Sandy,1
Central Africa,45.90458059206537,30.620719098334035,37.2037037642849,8.654045711045923,61.94777506041916,Far,Loamy,0
Pacific Northwest,36.84817812315278,31.222472601472155,31.256725417473632,14.583927202212445,50.69792162884984,Near,Sandy,0
North Asia,29.32052132022726,35.54381870517943,57.90558163422074,14.489445796481416,72.02473161371125,Near,Sandy,0
Australia,44.26173039692642,35.10376037573781,53.811023713917784,16.334608331422928,75.53437757865984,Near,Clayey,0
Australia,38.834518415555706,19.87828160940907,22.15394805516543,13.413852113842628,46.38288769201627,Far,Loamy,0
Europe,28.61231023384485,32.456419912048204,18.700641287931543,5.939830528479763,50.68817972826234,Near,Clayey,1
Central Africa,43.50101358865038,27.16517094618429,26.42398408887175,11.739179644214474,52.58706573375639,Far,Sandy,1
Southeast Asia,43.99739651962152,36.079582506092095,48.80603293323052,14.633654699356406,79.83474957782985,Far,Clayey,0
Northeastern United States,36.15317734493985,28.48495230147817,51.77458094093924,14.183336277719693,68.79387083474455,Far,Clayey,1
Canada,51.34639324561637,19.558365508033358,54.95970195564559,6.408350473851726,61.578789823205724,Near,Sandy,1
Central Africa,29.40510619721677,36.49090137102037,42.836030142971595,6.333255998268598,58.39783966860539,Near,Clayey,1
India,31.972777347872057,33.006865031979885,41.13489007004103,14.832189274826591,72.2447451682919,Far,Loamy,0
North Asia,43.05928486848748,19.650022161411698,45.38753266906356,13.877177025628082,72.25944355884707,Near,Clayey,1
Southern California,31.253632441268923,35.48578373000957,56.568072687742166,6.598448141406151,50.010581583813526,Near,Clayey,0
Central Africa,37.64383634789161,21.211133375120895,57.546327682475635,11.414704549294253,79.21437567828073,Far,Loamy,1
South America,49.38534410568511,33.35256185517449,25.292191202815395,16.548488492666017,78.19981602834508,Far,Sandy,0
Australia,38.21772809664847,31.58417651257233,29.087485696366684,5.51001938312416,76.95911790113922,Near,Loamy,1
South America,46.49222295533038,18.16303485107079,59.8654850333849,19.556352877291815,66.97624665670317,Far,Sandy,1
South America,45.03917912749631,24.329147781375248,18.55818280798726,16.895088536659188,59.98056574845544,Near,Sandy,1
Southeast Asia,33.584142840862654,35.981670057881544,16.74738939872764,13.884982264565073,67.76607184445533,Near,Clayey,1
Pacific Northwest,39.93164905835183,38.55150761671698,49.75906982166105,5.457788469602843,78.65428798898088,Near,Clayey,0
Southeast Asia,30.899498416074323,39.33702495232072,49.53153957370864,16.84675554853991,52.58525334761503,Far,Loamy,1
Africa,44.39506612186908,22.01511283436555,52.28103437531256,19.579700179466926,59.990193294172485,Near,Clayey,1
Central Africa,29.870793790764917,32.65585951056531,42.812249840136644,11.028792732673004,66.09279116858892,Near,Clayey,0
Russia,46.36011961024695,37.80299581321426,24.14004447266576,8.443237529115923,51.46029290404049,Far,Loamy,1
Mediterranean,48.159680213304455,35.97167509230152,56.0618704696154,14.189356629601942,50.93713668375633,Far,Loamy,1
India,53.752390722037546,19.8553010998398,43.78074822964173,14.198063601487906,66.0538073140794,Near,Clayey,1
Central Africa,32.52441388538,26.134190251828645,33.6699804700815,12.650433001158385,52.48885564476303,Far,Sandy,0
Southern California,49.14208468216617,19.498798428266138,19.435580576274745,5.413978804225341,54.32675590637416,Far,Loamy,0
Southeast United States,33.24836494121527,31.067899721971486,51.122357055910115,8.882120601151081,74.37116833242001,Far,Sandy,1
Southern California,34.90862257027381,26.454116960558622,27.424102236411102,9.036225622319119,65.21117110036136,Near,Sandy,0
Southeast Asia,53.36553491616152,24.46458985904434,55.271520949413876,11.71255225723704,75.78896864369588,Far,Loamy,1
Mediterranean,37.626802810767856,38.41983555764165,33.20498058016956,15.709279236366097,65.6201255634299,Far,Loamy,0
Southern California,42.484119442262696,26.269021844114697,17.877688002514024,8.646578539464247,68.54677542306524,Near,Loamy,0
Mediterranean,30.920225470024114,34.11960956815334,54.46033124589564,15.659248309958583,61.61778072371429,Far,Loamy,1
Southeast Africa,34.62615769218492,39.490903471860136,29.38834915174323,11.546966783440165,74.8622719251916,Near,Sandy,1
North Asia,45.93882729718284,21.51732330032314,33.87731921424003,5.071702899049836,76.18881276885216,Far,Sandy,0
Australia,37.04216299358636,30.576344910620485,57.26010591520404,8.045273557890804,78.72078715193535,Far,Sandy,1
India,40.58874711039067,24.647011773570725,27.005531720467626,5.779980707869792,74.93350517497832,Near,Sandy,0
Southeast Africa,42.001725535185344,34.19540458448121,28.453573836115915,7.872246036837269,74.72851551430117,Far,Loamy,0
Europe,38.8295243137865,24.736648131679406,38.66658080644277,5.315527491963316,65.97212708489147,Near,Loamy,1
Russia,47.24859025801619,18.11516378672991,45.051653270546126,5.496872930694844,62.33910039254101,Far,Clayey,0
Mediterranean,42.08704657161693,32.69987404271988,55.88466959605716,19.954423378933136,72.63073925527577,Near,Clayey,1
North Asia,31.017826837067354,29.854740279497396,27.5023331355602,15.508464039424826,63.280413815294196,Far,Sandy,0
Central Africa,32.89590231643842,30.13319686864048,58.82539166694149,12.888413396765088,65.84596329584606,Far,Sandy,1
Southeast Asia,54.23793745854218,27.35207510606454,38.64793944535411,5.957417196532066,60.7790321022066,Near,Loamy,1
North Asia,50.55595651039256,23.953722803126727,47.61773268460836,8.440790379059232,53.98108567717182,Near,Clayey,1
Australia,44.62130969768215,27.375784221328004,31.12243593182413,18.448623694676215,47.4411340661102,Near,Clayey,0
Central America,36.4758857590907,39.334621772850184,58.30859434682316,11.510471817475565,59.30907213112144,Near,Clayey,1
Northeastern United States,34.76921078772904,22.72651724655856,46.33121278683525,10.867706987308967,63.86129437501455,Near,Clayey,1
Southeast Africa,34.55084369540239,38.29810035094543,49.763458339629835,15.273606834015544,48.64702292494973,Near,Clayey,0
Canada,44.19559328371403,22.666631769438478,57.12930461004698,5.338582651323428,47.67321711375527,Near,Clayey,1
Central Africa,52.108253024347164,38.74011687106046,21.798400191781525,14.790339521441135,58.89491409481181,Far,Sandy,0
North Asia,41.41036951333144,26.50789613656991,57.33716570844,19.924542352019994,62.7599682711849,Far,Loamy,1
Russia,36.54268946796275,22.244882997384295,33.65905828344887,19.84214849729922,47.50331623931404,Near,Sandy,1
Central America,34.66753996027506,28.621584233927592,31.93543167090248,10.904780730304429,76.55999631012949,Far,Sandy,1
Pacific Northwest,36.160546196497954,38.83565812373951,15.945978760529075,5.080614852746093,40.88520943340005,Far,Loamy,0
South America,33.08985288243837,36.52790374291884,38.015284396049864,6.775166154055137,54.06800200699488,Near,Clayey,1
North Asia,51.99617020615224,21.517979655632647,55.41588394300817,11.386320365332683,51.53181750613176,Far,Sandy,1
Middle East,44.475795791661014,18.911003783049466,31.20078926465707,7.9243801988371745,74.19549986276917,Near,Loamy,0
Middle East,51.712618123597736,25.81123781289588,54.88848675653871,13.580861857961583,41.70863131058581,Far,Sandy,0
Europe,31.281170958771813,29.23674109837744,20.379873299515673,10.05020585086936,65.37488961954686,Near,Sandy,0
Middle East,51.13595269152529,29.299925168594775,15.815763846621119,16.720576619879854,57.77863115116281,Far,Sandy,0
Africa,47.82762801085993,38.056695371847425,24.845512798527185,6.160244747392988,64.60636361183477,Near,Loamy,0
Russia,44.40031734569888,39.34324243313732,19.535671332135475,5.82567254845251,42.635329971273215,Near,Clayey,0
Central America,39.89432470894499,18.348500738323438,17.098356302391092,19.02440520575761,41.15581153952891,Near,Clayey,0
Central Africa,53.10894055395488,36.60074851532222,37.16393407034149,17.417927044433352,45.12806321301608,Far,Clayey,0
Southeast Africa,31.386057326892008,31.911687782590334,22.223915018003986,9.69760674227669,45.2390156146236,Near,Sandy,0
North Asia,39.88496754892789,34.69206983100921,23.20027813097269,14.53601677844447,78.55934778493038,Far,Sandy,0
Australia,39.10987750388236,30.261915251303424,35.86668361270614,5.563011728439159,71.36804864748524,Near,Loamy,0
Southeast Africa,37.55113863952624,26.435441728548863,51.798284518600255,12.00496271381395,45.972381352900285,Near,Loamy,1
Mediterranean,35.0136839425885,33.83841818319172,20.399515393315113,5.0690680682492575,57.641001220743796,Far,Loamy,0
Central Africa,49.79987930410944,32.158144117457844,38.15823065202034,10.853129072429876,54.923849540404646,Near,Sandy,0
North Asia,52.162208268295,34.20260331291215,26.6858491532494,17.58347001839021,60.025655111819866,Far,Clayey,0
Amazon Rainforest,39.30789641729791,32.8821838730335,41.51146576706901,10.329555290943539,72.71348993892184,Far,Sandy,1
Middle East,51.34628957124521,18.78486881083183,58.70660386655463,19.658249566724773,61.43431934071961,Near,Clayey,0
Australia,48.21794196343748,29.353818939212662,48.2392750033925,12.220488327698208,78.13789365210943,Near,Sandy,0
Amazon Rainforest,44.96745000935685,25.18955821316106,56.61885140973894,5.7177564768187406,56.641477090472534,Near,Loamy,1
Europe,46.906413896263174,29.94758200614811,36.629018853306206,15.156750537435391,59.43499422029048,Far,Clayey,1
Central America,41.43559460952904,38.00527126749627,36.627145783065586,16.79573548771836,68.15063160115167,Far,Sandy,0
Europe,54.433364375957986,24.74687361749028,25.02804365194627,12.534898628216542,72.30335479097396,Near,Clayey,0
Middle East,51.314866329530034,32.640164918811806,58.169811769449254,13.377542101194225,58.12389965662831,Far,Clayey,0
India,53.874931438671666,26.0985869134347,21.905816927865686,12.595665118866972,40.14601685493153,Near,Loamy,1
Northeastern United States,42.01520665115281,31.67984874545313,17.398933612668127,6.384551575468853,77.7470345654322,Far,Clayey,0
Northeastern United States,36.48923788431776,22.69908681003051,27.92359124715324,18.90028688844176,61.43912426327521,Far,Clayey,1
Africa,46.232500677537075,30.960025762297914,48.890564895539505,13.600042416455786,42.879421070185366,Near,Clayey,1
Southeast United States,32.177286829508596,21.883721075717393,20.26533448205888,11.222732221030476,75.87088334778755,Far,Clayey,0
Europe,50.50712546468708,29.751808109773698,40.04586475027572,7.283211387458892,49.8784000840422,Far,Loamy,0
Russia,34.261083002010785,20.00288241696569,38.213716996573304,8.634038811976001,67.98018194266399,Near,Clayey,1
Russia,45.54140933855935,22.52646320736455,16.52430234657952,18.29062610624893,49.73131973868407,Near,Loamy,0
Central Africa,49.97888854278446,39.228931250891485,31.034405293711696,9.583738280056671,77.34166195907154,Near,Loamy,0
Mediterranean,46.62110320064276,36.472645880386324,37.04364813167406,10.48378940545948,54.42335344680638,Far,Clayey,0
Australia,35.35101111114972,28.05880877256211,47.09603002710864,13.43966856063477,55.38565816845033,Far,Clayey,1
Mediterranean,44.1846498537012,26.771914358917453,43.58494624726306,5.610416419516077,59.9446906961326,Far,Sandy,1
Australia,48.28906383984815,26.96185134049388,54.85136042063736,5.863605660688654,67.27202129335328,Near,Sandy,0
North Asia,41.43941075765072,24.809493851912304,56.10828314387842,16.340361496768125,42.405808459265394,Far,Clayey,0
Middle East,54.77010862898291,27.219044353404414,49.4903683468107,19.110368545052808,69.88259098482703,Far,Sandy,1
Amazon Rainforest,43.05485634283561,25.48252032075889,17.771345260891675,19.72456485564576,42.96766087401419,Far,Loamy,1
Canada,35.88459943872597,23.925379907021558,26.928264503831137,5.339515060100029,63.346299700384435,Far,Sandy,0
Southwest United States,41.403354070297596,23.65667094481588,33.72796969381024,16.370337225978837,51.452162580069825,Far,Sandy,1
Southeast Asia,40.18489400544947,29.877746695523726,46.335191479384676,14.19076307419038,72.02166999126159,Near,Loamy,1
Europe,47.13928211352902,29.93272623164129,20.013994385077797,19.255570189595616,76.6280138381164,Near,Sandy,0
North Asia,42.626000952258806,32.028727000829015,55.511741171363454,18.59184817935386,45.801716787734904,Far,Clayey,0
Southeast Africa,50.10396160730531,28.27803572849736,53.63894481335898,7.155125731246891,77.11997210560176,Far,Loamy,0
Central Africa,52.056565666286005,37.55341066605131,24.987420417841392,11.88089113262142,56.41433478666765,Far,Loamy,1
Southeast Africa,38.63600109939078,35.598014407969316,54.52575331338689,18.45471215309476,46.321229729944086,Far,Loamy,0
Middle East,42.84780627590598,27.362835220228565,39.69606115088035,12.835590272253288,62.09090837791752,Near,Clayey,0
Pacific Northwest,45.72255095773302,19.55358757520839,37.87293067080593,15.94946633278414,59.62830847341731,Near,Sandy,0
North Asia,34.22965877218038,25.505824241225802,45.68870517998942,17.18498688026035,43.64728185010237,Far,Clayey,0
Africa,53.24942623192986,35.847918924499396,16.721461491038607,13.54166478803947,56.542295950717374,Far,Clayey,1
Southeast Africa,52.989932139643265,27.823226619141575,41.494192343524105,13.247733689043551,70.29158748572,Near,Clayey,1
South America,48.11151421516749,31.8629044287772,42.54230126674602,6.783057683017434,64.41218281830565,Far,Clayey,0
Canada,29.51399155514774,25.02456399898663,50.20024709727961,17.325808070682026,42.27933984335792,Far,Sandy,0
Africa,50.264234537854364,31.437163298139605,47.639973775158694,9.261005497006028,63.41777759704219,Far,Loamy,0
Southeast Africa,54.07424240191007,37.14656266374355,57.752844676061514,11.288907090634023,65.04482742167991,Far,Sandy,1
India,36.91607044049397,27.259915263195314,29.07255806232852,14.870911872887868,42.21885887320005,Far,Sandy,1
India,38.052308399632544,37.3432681717356,55.48836496919768,16.580265067994176,55.04209041695795,Near,Clayey,1
Southeast Asia,46.04682050830967,36.08072854675491,20.032265463437618,15.692813764874904,58.07303759422622,Far,Clayey,0
Southern California,45.91660708734366,28.269450891055808,47.099005010506495,6.940037534664764,69.22378702764925,Near,Loamy,1
Mediterranean,30.388208722066416,28.9673238811736,26.395090760940583,7.03696098155964,64.11652844158039,Near,Loamy,0
Southeast United States,47.69617924475678,27.588088662548586,42.5327569678398,9.143720294667279,62.85424618070354,Near,Clayey,0
Southeast Asia,29.77514984444756,34.02667916973978,58.43714217258527,10.292826077890128,66.48973101130854,Far,Clayey,1
Southeast Africa,31.390025636238363,30.722121372864983,50.454644485914905,7.206042945206704,67.84093547531548,Near,Loamy,0
Southeast United States,54.7840979042005,27.912373194138294,17.1649538465966,17.5755946486795,50.8895393704318,Near,Clayey,0
Central Africa,29.270173654271225,26.056898545320735,41.03600638722848,16.466011827128533,77.99914547820649,Near,Clayey,1
Australia,38.68490336319914,18.48138969028947,36.45755584863532,18.629788569070993,59.69613966487628,Far,Clayey,1
Southwest United States,28.54957668967294,29.70428817846029,32.66629049501675,15.9747678910797,51.90335371657993,Near,Clayey,0
Pacific Northwest,31.927737448911817,20.85837565274124,19.812032563711078,18.541752315869026,74.00520266970881,Near,Loamy,1
Europe,35.04551287993372,26.2176810149398,21.520283617771867,12.72998092919361,59.435525674656915,Far,Sandy,0
Central America,36.42712858643747,25.84889991092765,34.77265486450592,17.126656252841833,41.96440631515156,Far,Sandy,1
Southwest United States,47.96889289110695,21.931030214840877,35.63698824890608,13.177754932637065,52.67354879899007,Near,Loamy,0
Mediterranean,38.88568550622372,39.6133066908514,48.81011767076702,19.83124583419314,67.25072645509309,Near,Sandy,1
Southwest United States,52.48964881378477,26.302941970559875,35.756999352378614,15.460529263545421,40.06183110235595,Near,Sandy,0
Central America,40.03059237934657,21.02182991485177,57.358023578363195,9.027793266423616,52.61400565807676,Near,Clayey,0
North Asia,38.97315916435118,21.24009458304709,55.56735289205354,5.750676794407371,51.89396428444109,Far,Sandy,0
Canada,47.44401916031488,22.33317635071916,19.385302707290684,10.376269865708117,65.05030491583601,Near,Clayey,0
Southeast Africa,47.196017707227284,20.599356933020868,41.07548441004922,7.815532227699578,68.75876116313663,Near,Loamy,1
Australia,32.57621357560229,20.11106241096848,58.24911665624517,18.132620351677495,75.38731387565312,Far,Clayey,1
India,39.25050379668287,20.834428239994658,38.90796369312976,12.543677106338073,75.6766630581183,Far,Sandy,0
Russia,41.203249768885655,22.019292255033566,58.20893500292454,16.682523985873253,62.46967984315432,Near,Loamy,0
Mediterranean,52.24275025547689,32.71043056095242,23.952546248316438,6.086846585516723,71.75076201066719,Near,Sandy,0
North Asia,28.591546087796278,23.427876563442787,42.85917772232621,12.1380030383929,71.67923240656506,Far,Sandy,0
Southeast Asia,54.2269652634518,20.258663755723408,15.272908502720068,19.76445522645726,76.8000877413892,Near,Loamy,1
Central America,52.96995436024495,30.23807782860041,22.164155403673035,16.695467655207324,76.4370651822175,Far,Clayey,0
Russia,44.34405320340555,36.70065432222546,29.4956021654614,13.165786574064212,69.91882795654897,Far,Sandy,1
Southeast Africa,34.44775560005961,37.46482647366493,22.57331739122783,18.891807712202933,79.6527723846709,Far,Clayey,1
North Asia,49.732589756507664,26.38855498417563,21.384547916446884,12.168369657760532,45.935305142220166,Near,Sandy,0
Northeastern United States,44.91377086829303,39.79121464680401,33.550885977854094,7.127136068453083,48.95706520236034,Near,Loamy,0
Middle East,50.70544434473394,21.977205920267703,38.578289814139005,12.648004703621428,68.18789565930001,Far,Sandy,1
Pacific Northwest,46.71968330676205,35.32430352458933,18.943771749039627,18.571363745640213,70.04336227942896,Far,Loamy,0
Canada,38.723546268045844,27.88259070411521,36.18351551959512,16.87037510810399,69.17527022116806,Far,Loamy,1
Amazon Rainforest,53.506659720477685,20.699108316463338,20.91127111128759,11.801846367494587,60.046849336824636,Near,Sandy,1
North Asia,30.28423892650949,21.702741893820715,57.78369705123363,10.492113171600852,60.26055881311659,Near,Clayey,1
Northeastern United States,47.42608723024448,21.816896044868706,31.49178178255679,12.806721647517527,77.92747439672107,Near,Sandy,0
Southern California,36.47364168599321,35.61174419468338,24.545193557771807,12.449004083175437,73.74187508040406,Far,Loamy,0
Southwest United States,42.80556972490712,27.18760628155502,32.49605992175925,17.459741394989894,56.723809408167334,Near,Clayey,1
South America,53.55281771859968,18.416731631079482,20.086069221421532,11.741379987953636,44.62453970439475,Near,Sandy,1
Southern California,54.00650189311897,31.089929040208908,32.502302464494,7.405684373580135,70.8636581068283,Near,Sandy,1
Southeast Africa,46.47499497957034,31.849028777214407,43.846770146184404,9.731400947723202,57.15121465263027,Near,Sandy,1
Europe,29.41685883147768,22.182786015082584,19.55621573411268,9.1892778265068,53.28851210264453,Near,Sandy,1
North Asia,46.49907105181944,19.943369309234697,44.73599999456589,14.019008804319132,57.83301747493361,Near,Loamy,0
Central America,36.803685020992596,37.19870666131618,15.812874345485302,17.97044378163835,44.078199242456044,Far,Sandy,0
Canada,54.8028586101762,32.36816720057742,23.51307303252305,10.608804194807611,79.58129068842872,Far,Clayey,0
North Asia,28.098185829032644,28.41549409280008,28.248995027513253,17.041914924249404,61.035923573973974,Far,Loamy,0
Southeast United States,30.468843883406215,30.785335110576245,27.06469363937137,13.33915676922955,70.23885913582836,Near,Sandy,1
Middle East,41.73994789695368,26.518625183028426,36.5415330179119,15.832303896900463,64.38358121096392,Far,Sandy,0
Southeast Asia,52.23457468680033,34.02274017932099,38.94091277264591,8.725461215619763,49.126531509528064,Near,Loamy,1
Southern California,35.7435125317477,28.511865378450473,59.33873457834309,6.264335244308517,66.54245485179348,Far,Clayey,1
Canada,28.056891570746732,28.59750129124516,25.040645392869862,6.038947956112377,62.91698199861057,Far,Clayey,0
Africa,35.06204710025507,35.508820579381414,26.281796713789,8.519459954234648,78.52105662112085,Near,Sandy,0
Africa,36.4953120274012,28.69120431396201,35.901952104195814,12.045602850961714,55.615511270619635,Far,Clayey,1
Southeast Africa,38.25922371381021,27.329452424906947,23.373477321219248,15.594355765212509,63.963626754537,Near,Sandy,1
Pacific Northwest,37.14057482099532,22.377787780878613,32.39776291543673,17.855692917563218,72.05181266588282,Near,Sandy,0
Middle East,48.116425201929346,28.270619550840024,55.925730268645125,12.943844297685104,49.33868050491725,Far,Clayey,0
North Asia,30.96841486112139,37.7546275171789,23.53754178979259,13.166125926348835,50.008231714193315,Near,Sandy,0
Central America,38.36948135742102,37.28238720642493,37.70345823339261,6.271927670948477,61.85695196102472,Far,Clayey,1
Central America,44.57279391097929,27.982711172105617,28.587693375510987,5.349938035394954,74.27842616925417,Far,Loamy,0
Southwest United States,39.55819634484996,18.72684342155341,50.59635782069839,18.75696026084141,45.06505453126154,Far,Loamy,0
Canada,50.66178585242689,39.808131525115094,54.18175671948208,18.278028181691692,55.991583042404145,Near,Clayey,1
South America,44.360461619683186,37.45576946008296,51.2796558338778,19.91983973143872,43.454492997330526,Far,Clayey,1
Southern California,44.130476495806555,35.09082359467112,27.210093322793018,18.88463573223124,41.83533000406498,Near,Clayey,0
